timestamp,channel,target_name,target_url,segment,status,note_length,evidence,next_action
2026-07-14,linkedin,Richard Clarke,https://www.linkedin.com/in/clarkerichard/,broker_api,observed_no_reply,,LinkedIn inbox list showed 2026-07-07 outbound follow-up as latest visible item with no unread indicator,wait for reply or submitted Brief
2026-07-14,linkedin,Hu Kenneth,https://www.linkedin.com/in/hukenneth/,crypto_asset_reporting,observed_closed,,LinkedIn inbox list showed 2026-07-12 outbound acknowledgment as latest visible item with no unread indicator,closed unqualified; no further outreach unless Hu reopens thread
2026-07-14,linkedin,Hannah Jenkins,https://www.linkedin.com/in/hannah-jenkins-85bb12189/,tradingview_webhook,observed_pending,,LinkedIn sent-invitations list showed 1 week pending with original note visible,wait for accept; do not resend
2026-07-14,linkedin,John Harper,https://www.linkedin.com/in/john-harper-787898164/,broker_api,observed_pending,,LinkedIn sent-invitations list showed 1 week pending with original note visible,wait for accept; do not resend
2026-07-14,linkedin,"Patrick Camuso, CPA",https://www.linkedin.com/in/patrickcamuso/,crypto_accounting_referral,observed_pending,,LinkedIn sent-invitations list showed 3 weeks pending with crypto accounting handoff note visible,wait for accept; do not resend
2026-07-14,linkedin,"Ashley Papa, MBA, CTFA",https://www.linkedin.com/in/ashleypapa/,wealth_advisor,observed_pending,,LinkedIn sent-invitations list showed 3 weeks pending with crypto reporting and reconciliation note visible,wait for accept; do not resend
2026-07-14,linkedin,LinkedIn received invitations,https://www.linkedin.com/mynetwork/invitation-manager/received/,account_check,observed_none,,Received invitations page showed `全部 (0)` and recommendation cards only,no action
2026-07-14,linkedin,SignalCraft Labs company page,https://www.linkedin.com/company/133375131/admin/dashboard/,company_page_check,observed_no_inbound,,Admin dashboard showed 1 follower; 1 new follower; 344 post impressions; 1 company page visitor; 1 search analytics; quick-promote prompts only,no paid ads; monitor inbox and activity
2026-07-14,linkedin,SignalCraft Labs company inbox,https://www.linkedin.com/company/133375131/admin/inbox/,company_page_check,observed_empty,,Company inbox showed `无消息`; company activity showed no comments mentions reactions reposts or analytics alerts,no action
2026-07-14,linkedin,LinkedIn account security,https://www.linkedin.com/mypreferences/d/categories/sign-in-and-security,account_check,observed_normal,,Login and security page showed email account access options and two-step verification on; no visible restriction CAPTCHA OTP or identity-verification blocker,no action
2026-07-14,linkedin,Saloni Tolia,https://www.linkedin.com/in/saloni-tolia/,crypto_accounting_reconciliation,blocked_personalized_quota_0,137,Profile showed 2nd-degree connect available and crypto financial operations / hedge fund accounting / daily crypto trade reconciliations; invite dialog showed `本月剩余 0 封个性化邀请` and disabled send button,wait for personalized-note quota reset; do not send generic invite
2026-07-15,linkedin,Alexander Yan,https://www.linkedin.com/in/alexander-yan-64766b227/,broker_api,observed_no_reply,,LinkedIn messaging list showed 2026-07-07 outbound follow-up as latest visible item with no unread indicator,wait for reply or submitted Brief
2026-07-15,linkedin,Richard Clarke,https://www.linkedin.com/in/clarkerichard/,broker_api,observed_no_reply,,LinkedIn messaging list showed 2026-07-07 outbound follow-up as latest visible item with no unread indicator,wait for reply or submitted Brief
2026-07-15,linkedin,Hu Kenneth,https://www.linkedin.com/in/hukenneth/,crypto_asset_reporting,observed_closed,,LinkedIn active thread still showed Hu decline and the 2026-07-12 acknowledgment as latest action,closed unqualified; no further outreach unless Hu reopens thread
2026-07-15,linkedin,Hannah Jenkins,https://www.linkedin.com/in/hannah-jenkins-85bb12189/,tradingview_webhook,observed_pending,,LinkedIn sent-invitations page showed pending at 1 week with original note visible,wait for accept; do not resend
2026-07-15,linkedin,John Harper,https://www.linkedin.com/in/john-harper-787898164/,broker_api,observed_pending,,LinkedIn sent-invitations page showed pending at 1 week with original note visible,wait for accept; do not resend
2026-07-15,linkedin,"Patrick Camuso, CPA",https://www.linkedin.com/in/patrickcamuso/,crypto_accounting_referral,observed_pending,,LinkedIn sent-invitations page showed pending at 3 weeks with crypto accounting handoff note visible,wait for accept; do not resend
2026-07-15,linkedin,"Ashley Papa, MBA, CTFA",https://www.linkedin.com/in/ashleypapa/,wealth_advisor,observed_pending,,LinkedIn sent-invitations page showed pending at 3 weeks with crypto reporting and reconciliation note visible,wait for accept; do not resend
2026-07-15,linkedin,LinkedIn received invitations,https://www.linkedin.com/mynetwork/invitation-manager/received/,account_check,observed_none,,Received invitations page showed `全部 (0)` and recommendation cards only,no action
2026-07-15,linkedin,LinkedIn notifications,https://www.linkedin.com/notifications/,account_check,observed_no_qualified_inbound,,Notifications showed ordinary post/comment/job/profile analytics activity including Richard Clarke comment activity and a Hu Kenneth post; no qualified inquiry or message,no action
2026-07-15,linkedin,SignalCraft Labs company page,https://www.linkedin.com/company/133375131/admin/dashboard/,company_page_check,observed_no_inbound,,Admin dashboard showed 1 follower; 1 new follower; 270 post impressions; 1 company page visitor; 3 search analytics; quick-promote prompts only,no paid ads; monitor inbox and activity
2026-07-15,linkedin,SignalCraft Labs company inbox,https://www.linkedin.com/company/133375131/admin/inbox/,company_page_check,observed_empty,,Company inbox showed `无消息`,no action
2026-07-15,linkedin,SignalCraft Labs company activity,https://www.linkedin.com/company/133375131/admin/notifications/all/,company_page_check,observed_empty,,Company activity page showed no page comments mentions reactions reposts or analytics alerts,no action
2026-07-15,linkedin,LinkedIn account security,https://www.linkedin.com/mypreferences/d/categories/sign-in-and-security,account_check,observed_normal,,Login and security page showed normal account access options and two-step verification on; no visible restriction CAPTCHA OTP or identity-verification blocker,no action
2026-07-16,linkedin,Alexander Yan,https://www.linkedin.com/in/alexander-yan-64766b227/,broker_api,observed_no_reply,,LinkedIn messaging list showed 2026-07-07 outbound follow-up as latest visible item with no unread indicator,wait for reply or submitted Brief
2026-07-16,linkedin,Richard Clarke,https://www.linkedin.com/in/clarkerichard/,broker_api,observed_no_reply,,LinkedIn messaging list showed 2026-07-07 outbound follow-up as latest visible item with no unread indicator,wait for reply or submitted Brief
2026-07-16,linkedin,Hu Kenneth,https://www.linkedin.com/in/hukenneth/,crypto_asset_reporting,observed_closed,,LinkedIn active thread still showed Hu decline and the 2026-07-12 acknowledgment as latest action,closed unqualified; no further outreach unless Hu reopens thread
2026-07-16,linkedin,Hannah Jenkins,https://www.linkedin.com/in/hannah-jenkins-85bb12189/,tradingview_webhook,observed_pending,,LinkedIn sent-invitations page showed pending at 1 week with original note visible,wait for accept; do not resend
2026-07-16,linkedin,John Harper,https://www.linkedin.com/in/john-harper-787898164/,broker_api,observed_pending,,LinkedIn sent-invitations page showed pending at 1 week with original note visible,wait for accept; do not resend
2026-07-16,linkedin,"Patrick Camuso, CPA",https://www.linkedin.com/in/patrickcamuso/,crypto_accounting_referral,observed_pending,,LinkedIn sent-invitations page showed pending at 3 weeks with crypto accounting handoff note visible,wait for accept; do not resend
2026-07-16,linkedin,"Ashley Papa, MBA, CTFA",https://www.linkedin.com/in/ashleypapa/,wealth_advisor,observed_pending,,LinkedIn sent-invitations page showed pending at 3 weeks with crypto reporting and reconciliation note visible,wait for accept; do not resend
2026-07-16,linkedin,LinkedIn received invitations,https://www.linkedin.com/mynetwork/invitation-manager/received/,account_check,observed_none,,Received invitations page showed `全部 (0)` and recommendation cards only,no action
2026-07-16,linkedin,LinkedIn notifications,https://www.linkedin.com/notifications/,account_check,observed_no_qualified_inbound,,Notifications showed ordinary search-analytics suggested-connection job post and profile activity including SignalCraft Labs search appearance Richard Clarke comment activity and a Hu Kenneth post; no qualified inquiry or message,no action
2026-07-16,linkedin,SignalCraft Labs company page,https://www.linkedin.com/company/133375131/admin/dashboard/,company_page_check,observed_no_inbound,,Admin dashboard showed 1 follower; 0 new followers; 215 post impressions; 1 company page visitor; 3 search analytics; quick-promote prompts only,no paid ads; monitor inbox and activity
2026-07-16,linkedin,SignalCraft Labs company inbox,https://www.linkedin.com/company/133375131/admin/inbox/,company_page_check,observed_empty,,Company inbox showed `无消息`,no action
2026-07-16,linkedin,SignalCraft Labs company activity,https://www.linkedin.com/company/133375131/admin/notifications/all/,company_page_check,observed_empty,,Company activity page showed no page comments mentions reactions reposts or analytics alerts,no action
2026-07-16,linkedin,LinkedIn account security,https://www.linkedin.com/mypreferences/d/categories/sign-in-and-security,account_check,observed_normal,,Login and security page showed normal account access options and two-step verification on; no visible restriction CAPTCHA OTP or identity-verification blocker,no action
2026-07-16,linkedin,Saloni Tolia,https://www.linkedin.com/in/saloni-tolia/,crypto_accounting_reconciliation,blocked_personalized_quota_0,0,"Profile showed 2nd-degree connect available and visible crypto financial operations / hot wallets / crypto exchanges / daily crypto trade reconciliations; invite note dialog showed `本月剩余 0 封个性化邀请`, `0/200`, and disabled `发送邀请`",wait for personalized-note quota reset; do not send generic invite
2026-07-17,linkedin,Alexander Yan,https://www.linkedin.com/in/alexander-yan-64766b227/,broker_api,observed_no_reply,,LinkedIn messaging list showed 2026-07-07 outbound follow-up as latest visible item with no unread indicator,wait for reply or submitted Brief
2026-07-17,linkedin,Richard Clarke,https://www.linkedin.com/in/clarkerichard/,broker_api,observed_no_reply,,LinkedIn messaging list showed 2026-07-07 outbound follow-up as latest visible item with no unread indicator,wait for reply or submitted Brief
2026-07-17,linkedin,Hu Kenneth,https://www.linkedin.com/in/hukenneth/,crypto_asset_reporting,observed_closed,,LinkedIn active thread still showed Hu decline and the 2026-07-12 acknowledgment as latest action,closed unqualified; no further outreach unless Hu reopens thread
2026-07-17,linkedin,Hannah Jenkins,https://www.linkedin.com/in/hannah-jenkins-85bb12189/,tradingview_webhook,observed_pending,,LinkedIn sent-invitations page showed pending at 1 week with original note visible,wait for accept; do not resend
2026-07-17,linkedin,John Harper,https://www.linkedin.com/in/john-harper-787898164/,broker_api,observed_pending,,LinkedIn sent-invitations page showed pending at 1 week with original note visible,wait for accept; do not resend
2026-07-17,linkedin,"Patrick Camuso, CPA",https://www.linkedin.com/in/patrickcamuso/,crypto_accounting_referral,observed_pending,,LinkedIn sent-invitations page showed pending at 3 weeks with crypto accounting handoff note visible,wait for accept; do not resend
2026-07-17,linkedin,"Ashley Papa, MBA, CTFA",https://www.linkedin.com/in/ashleypapa/,wealth_advisor,observed_pending,,LinkedIn sent-invitations page showed pending at 3 weeks with crypto reporting and reconciliation note visible,wait for accept; do not resend
2026-07-17,linkedin,LinkedIn received invitations,https://www.linkedin.com/mynetwork/invitation-manager/received/,account_check,observed_none,,Received invitations page showed `全部 (0)` and recommendation cards only,no action
2026-07-17,linkedin,LinkedIn notifications,https://www.linkedin.com/notifications/,account_check,observed_no_qualified_inbound,,Notifications showed ordinary jobs profile/search analytics SignalCraft Labs post/search analytics and network-post activity from Patrick Camuso CPA and Richard Clarke; no qualified inquiry or message,no action
2026-07-17,linkedin,SignalCraft Labs company page,https://www.linkedin.com/company/133375131/admin/dashboard/,company_page_check,observed_no_inbound,,Admin dashboard showed 1 follower; 0 new followers; 160 post impressions; 1 company page visitor; 6 search analytics; quick-promote prompts only,no paid ads; monitor inbox and activity
2026-07-17,linkedin,SignalCraft Labs company inbox,https://www.linkedin.com/company/133375131/admin/inbox/,company_page_check,observed_empty,,Company inbox showed `无消息`,no action
2026-07-17,linkedin,SignalCraft Labs company activity,https://www.linkedin.com/company/133375131/admin/notifications/all/,company_page_check,observed_empty,,Company activity page showed no page comments mentions reactions reposts or analytics alerts,no action
2026-07-17,linkedin,LinkedIn account security,https://www.linkedin.com/mypreferences/d/categories/sign-in-and-security,account_check,observed_normal,,Login and security page showed normal account access options and two-step verification on; no visible restriction CAPTCHA OTP or identity-verification blocker,no action
2026-07-17,linkedin,LinkedIn weekly operating review,https://www.linkedin.com/company/133375131/admin/analytics/updates,weekly_review,observed_weekly_results,,"Chrome live review found no new qualified replies or booked conversations; sent invitations remained 4 pending and received invitations remained 0; company analytics for 2026-07-09 through 2026-07-15 showed 160 organic impressions, 0 ad impressions, 0 reactions, 0 comments, 0 reposts, 5 page views, 1 unique visitor, and 0 custom-button clicks; July 15 post showed 41 impressions and 0 clicks/reactions/comments/reposts; no paid actions taken",pause new outreach until accepted invite/reply or personalized-note quota reset; keep crypto reporting lane
2026-07-18,linkedin,Alexander Yan,https://www.linkedin.com/in/alexander-yan-64766b227/,broker_api,observed_no_reply,,LinkedIn messaging list showed 2026-07-07 outbound follow-up as latest visible item with no unread indicator,wait for reply or submitted Brief
2026-07-18,linkedin,Richard Clarke,https://www.linkedin.com/in/clarkerichard/,broker_api,observed_no_reply,,LinkedIn messaging list showed 2026-07-07 outbound follow-up as latest visible item with no unread indicator,wait for reply or submitted Brief
2026-07-18,linkedin,Hu Kenneth,https://www.linkedin.com/in/hukenneth/,crypto_asset_reporting,observed_closed,,LinkedIn active thread still showed Hu decline and the 2026-07-12 acknowledgment as latest action,closed unqualified; no further outreach unless Hu reopens thread
2026-07-18,linkedin,Hannah Jenkins,https://www.linkedin.com/in/hannah-jenkins-85bb12189/,tradingview_webhook,observed_pending,,LinkedIn sent-invitations page showed pending at 1 week with original note visible,wait for accept; do not resend
2026-07-18,linkedin,John Harper,https://www.linkedin.com/in/john-harper-787898164/,broker_api,observed_pending,,LinkedIn sent-invitations page showed pending at 1 week with original note visible,wait for accept; do not resend
2026-07-18,linkedin,"Patrick Camuso, CPA",https://www.linkedin.com/in/patrickcamuso/,crypto_accounting_referral,observed_pending,,LinkedIn sent-invitations page showed pending at 3 weeks with crypto accounting handoff note visible,wait for accept; do not resend
2026-07-18,linkedin,"Ashley Papa, MBA, CTFA",https://www.linkedin.com/in/ashleypapa/,wealth_advisor,observed_pending,,LinkedIn sent-invitations page showed pending at 3 weeks with crypto reporting and reconciliation note visible,wait for accept; do not resend
2026-07-18,linkedin,LinkedIn received invitations,https://www.linkedin.com/mynetwork/invitation-manager/received/,account_check,observed_none,,Received invitations page showed `全部 (0)` and recommendation cards only,no action
2026-07-18,linkedin,LinkedIn notifications,https://www.linkedin.com/notifications/,account_check,observed_no_qualified_inbound,,Notifications showed ordinary network-post suggested-connection job/post analytics Alexander Yan comment Richard Clarke repost and profile/page activity; no qualified inquiry or message,no action
2026-07-18,linkedin,SignalCraft Labs company page,https://www.linkedin.com/company/133375131/admin/dashboard/,company_page_check,observed_no_inbound,,Admin dashboard showed 1 follower; 0 new followers; 100 post impressions; 1 company page visitor; 6 search analytics; quick-promote prompts only,no paid ads; monitor inbox and activity
2026-07-18,linkedin,SignalCraft Labs company inbox,https://www.linkedin.com/company/133375131/admin/inbox/,company_page_check,observed_empty,,Company inbox showed `无消息`,no action
2026-07-18,linkedin,SignalCraft Labs company activity,https://www.linkedin.com/company/133375131/admin/notifications/all/,company_page_check,observed_empty,,Company activity page showed no page comments mentions reactions reposts or analytics alerts,no action
2026-07-18,linkedin,LinkedIn account security,https://www.linkedin.com/mypreferences/d/categories/sign-in-and-security,account_check,observed_normal,,Login and security page showed normal account access options and two-step verification on; no visible restriction CAPTCHA OTP or identity-verification blocker,no action
2026-07-19,linkedin,Alexander Yan,https://www.linkedin.com/in/alexander-yan-64766b227/,broker_api,observed_no_reply,,LinkedIn messaging list showed 2026-07-07 outbound follow-up as latest visible item with no unread indicator; unread filter showed no unread messages,wait for reply or submitted Brief
2026-07-19,linkedin,Richard Clarke,https://www.linkedin.com/in/clarkerichard/,broker_api,observed_no_reply,,LinkedIn messaging list showed 2026-07-07 outbound follow-up as latest visible item with no unread indicator; notifications showed ordinary repost activity only,wait for reply or submitted Brief
2026-07-19,linkedin,Hu Kenneth,https://www.linkedin.com/in/hukenneth/,crypto_asset_reporting,observed_closed,,LinkedIn active thread still showed Hu decline and the 2026-07-12 acknowledgment as latest action,closed unqualified; no further outreach unless Hu reopens thread
2026-07-19,linkedin,Hannah Jenkins,https://www.linkedin.com/in/hannah-jenkins-85bb12189/,tradingview_webhook,observed_pending,,LinkedIn sent-invitations page showed pending at 1 week with original note visible,wait for accept; do not resend
2026-07-19,linkedin,John Harper,https://www.linkedin.com/in/john-harper-787898164/,broker_api,observed_pending,,LinkedIn sent-invitations page showed pending at 1 week with original note visible,wait for accept; do not resend
2026-07-19,linkedin,"Patrick Camuso, CPA",https://www.linkedin.com/in/patrickcamuso/,crypto_accounting_referral,observed_pending,,LinkedIn sent-invitations page showed pending at 1 month with crypto accounting handoff note visible,wait for accept; do not resend
2026-07-19,linkedin,"Ashley Papa, MBA, CTFA",https://www.linkedin.com/in/ashleypapa/,wealth_advisor,observed_pending,,LinkedIn sent-invitations page showed pending at 1 month with crypto reporting and reconciliation note visible,wait for accept; do not resend
2026-07-19,linkedin,LinkedIn received invitations,https://www.linkedin.com/mynetwork/invitation-manager/received/,account_check,observed_none,,Received invitations page showed `全部 (0)` and recommendation cards only,no action
2026-07-19,linkedin,LinkedIn notifications,https://www.linkedin.com/notifications/,account_check,observed_no_qualified_inbound,,Notifications showed ordinary network job and post activity including Richard Clarke repost activity; no qualified inquiry or message,no action
2026-07-19,linkedin,SignalCraft Labs company page,https://www.linkedin.com/company/133375131/admin/dashboard/,company_page_check,observed_no_inbound,,Admin dashboard showed 1 follower; 0 new followers; 57 post impressions; 0 company page visitors; 6 search analytics; quick-promote prompts only,no paid ads; monitor inbox and activity
2026-07-19,linkedin,SignalCraft Labs company inbox,https://www.linkedin.com/company/133375131/admin/inbox/,company_page_check,observed_empty,,Company inbox showed `无消息`,no action
2026-07-19,linkedin,SignalCraft Labs company activity,https://www.linkedin.com/company/133375131/admin/notifications/all/,company_page_check,observed_empty,,Company activity page showed no page comments mentions reactions reposts or analytics alerts,no action
2026-07-19,linkedin,LinkedIn account security,https://www.linkedin.com/mypreferences/d/categories/sign-in-and-security,account_check,observed_normal,,Login and security page showed normal account access options and two-step verification on; no visible restriction CAPTCHA OTP or identity-verification blocker,no action
2026-07-20,linkedin,LinkedIn unread messages,https://www.linkedin.com/messaging/?filter=unread,account_check,observed_none,,LinkedIn unread-message filter showed `无unread消息` and `No messages...yet!`,no action
2026-07-20,linkedin,Alexander Yan,https://www.linkedin.com/in/alexander-yan-64766b227/,broker_api,observed_no_reply,,LinkedIn messaging list showed 2026-07-07 outbound follow-up as latest visible item with no unread indicator; unread filter showed no unread messages,wait for reply or submitted Brief
2026-07-20,linkedin,Richard Clarke,https://www.linkedin.com/in/clarkerichard/,broker_api,observed_no_reply,,LinkedIn messaging list showed 2026-07-07 outbound follow-up as latest visible item with no unread indicator; unread filter showed no unread messages,wait for reply or submitted Brief
2026-07-20,linkedin,Hu Kenneth,https://www.linkedin.com/in/hukenneth/,crypto_asset_reporting,observed_closed,,LinkedIn active thread/list still showed the 2026-07-12 acknowledgment as latest action with no unread indicator,closed unqualified; no further outreach unless Hu reopens thread
2026-07-20,linkedin,Hannah Jenkins,https://www.linkedin.com/in/hannah-jenkins-85bb12189/,tradingview_webhook,observed_pending,,LinkedIn sent-invitations page showed pending at 2 weeks with original note visible,wait for accept; do not resend
2026-07-20,linkedin,John Harper,https://www.linkedin.com/in/john-harper-787898164/,broker_api,observed_pending,,LinkedIn sent-invitations page showed pending at 2 weeks with original note visible,wait for accept; do not resend
2026-07-20,linkedin,"Patrick Camuso, CPA",https://www.linkedin.com/in/patrickcamuso/,crypto_accounting_referral,observed_pending,,LinkedIn sent-invitations page showed pending at 1 month with crypto accounting handoff note visible,wait for accept; do not resend
2026-07-20,linkedin,"Ashley Papa, MBA, CTFA",https://www.linkedin.com/in/ashleypapa/,wealth_advisor,observed_pending,,LinkedIn sent-invitations page showed pending at 1 month with crypto reporting and reconciliation note visible,wait for accept; do not resend
2026-07-20,linkedin,LinkedIn received invitations,https://www.linkedin.com/mynetwork/invitation-manager/received/,account_check,observed_none,,Received invitations page showed `全部 (0)` and recommendation cards only,no action
2026-07-20,linkedin,LinkedIn notifications,https://www.linkedin.com/notifications/,account_check,observed_no_qualified_inbound,,Notifications showed ordinary suggested-connection and network/post activity including Meng-Sen Huang recommendation and Juliana Chan post activity; no qualified inquiry or message,no action
2026-07-20,linkedin,SignalCraft Labs company page,https://www.linkedin.com/company/133375131/admin/dashboard/,company_page_check,observed_no_inbound,,Admin dashboard showed 1 follower; 0 new followers; 72 post impressions; 0 company page visitors; 6 search analytics; quick-promote prompts only,no paid ads; monitor inbox and activity
2026-07-20,linkedin,SignalCraft Labs company inbox,https://www.linkedin.com/company/133375131/admin/inbox/,company_page_check,observed_empty,,Company inbox showed `无消息`,no action
2026-07-20,linkedin,SignalCraft Labs company activity,https://www.linkedin.com/company/133375131/admin/notifications/all/,company_page_check,observed_empty,,Company activity page showed no page comments mentions reactions reposts or analytics alerts,no action
2026-07-20,linkedin,LinkedIn account security,https://www.linkedin.com/mypreferences/d/categories/sign-in-and-security,account_check,observed_normal,,Login and security page showed normal account access options and two-step verification on; no visible restriction CAPTCHA OTP or identity-verification blocker,no action
2026-07-21,linkedin,LinkedIn unread messages,https://www.linkedin.com/messaging/?filter=unread,account_check,observed_none,,LinkedIn unread-message filter showed `无unread消息` and `No messages...yet!`,no action
2026-07-21,linkedin,Alexander Yan,https://www.linkedin.com/in/alexander-yan-64766b227/,broker_api,observed_no_reply,,LinkedIn messaging list showed 2026-07-07 outbound follow-up as latest visible item with no unread indicator; unread filter showed no unread messages,wait for reply or submitted Brief
2026-07-21,linkedin,Richard Clarke,https://www.linkedin.com/in/clarkerichard/,broker_api,observed_no_reply,,LinkedIn messaging list showed 2026-07-07 outbound follow-up as latest visible item with no unread indicator; notifications showed ordinary comment/repost activity only,wait for reply or submitted Brief
2026-07-21,linkedin,Hu Kenneth,https://www.linkedin.com/in/hukenneth/,crypto_asset_reporting,observed_closed,,LinkedIn active thread/list still showed Hu decline and the 2026-07-12 acknowledgment as latest action with no unread indicator,closed unqualified; no further outreach unless Hu reopens thread
2026-07-21,linkedin,Hannah Jenkins,https://www.linkedin.com/in/hannah-jenkins-85bb12189/,tradingview_webhook,observed_pending,,LinkedIn sent-invitations page showed pending at 2 weeks with original note visible,wait for accept; do not resend
2026-07-21,linkedin,John Harper,https://www.linkedin.com/in/john-harper-787898164/,broker_api,observed_pending,,LinkedIn sent-invitations page showed pending at 2 weeks with original note visible,wait for accept; do not resend
2026-07-21,linkedin,"Patrick Camuso, CPA",https://www.linkedin.com/in/patrickcamuso/,crypto_accounting_referral,observed_pending,,LinkedIn sent-invitations page showed pending at 1 month with crypto accounting handoff note visible,wait for accept; do not resend
2026-07-21,linkedin,"Ashley Papa, MBA, CTFA",https://www.linkedin.com/in/ashleypapa/,wealth_advisor,observed_pending,,LinkedIn sent-invitations page showed pending at 1 month with crypto reporting and reconciliation note visible,wait for accept; do not resend
2026-07-21,linkedin,LinkedIn received invitations,https://www.linkedin.com/mynetwork/invitation-manager/received/,account_check,observed_none,,Received invitations page showed `全部 (0)` and recommendation cards only,no action
2026-07-21,linkedin,LinkedIn notifications,https://www.linkedin.com/notifications/,account_check,observed_no_qualified_inbound,,Notifications showed ordinary network post job and profile activity including Richard Clarke comment/repost activity Juliana Chan post activity Charles Thuo repost activity BetterPaymentNetwork job notification and a 6-view post analytics notice; no qualified inquiry or message,no action
2026-07-21,linkedin,SignalCraft Labs company page,https://www.linkedin.com/company/133375131/admin/dashboard/,company_page_check,observed_no_inbound,,Admin dashboard showed 1 follower; 0 new followers; 5 search analytics over the last 7 days; quick-promote prompts only,no paid ads; monitor inbox and activity
2026-07-21,linkedin,SignalCraft Labs company inbox,https://www.linkedin.com/company/133375131/admin/inbox/,company_page_check,observed_empty,,Company inbox showed `无消息`,no action
2026-07-21,linkedin,SignalCraft Labs company activity,https://www.linkedin.com/company/133375131/admin/notifications/all/,company_page_check,observed_empty,,Company activity page showed no page comments mentions reactions reposts or analytics alerts,no action
2026-07-21,linkedin,LinkedIn account security,https://www.linkedin.com/mypreferences/d/categories/sign-in-and-security,account_check,observed_normal,,Login and security page showed normal sign-in and security settings with two-step verification on; no visible restriction CAPTCHA OTP or identity-verification blocker,no action
2026-07-21,linkedin,Saloni Tolia,https://www.linkedin.com/in/saloni-tolia/,crypto_accounting_reconciliation,blocked_personalized_quota_0,0,"Profile showed 2nd-degree connect available with Financial Operations / Crypto FinTech / HFT / OTC / Treasury headline and visible crypto operations plus daily crypto trade reconciliation fit; invite note dialog showed `本月剩余 0 封个性化邀请`, `0/200`, and disabled `发送邀请`",wait for personalized-note quota reset; do not send generic invite
2026-07-22,linkedin,LinkedIn unread messages,https://www.linkedin.com/messaging/?filter=unread,account_check,observed_none,,LinkedIn unread-message filter showed `无unread消息` and `No messages...yet!`,no action
2026-07-22,linkedin,Alexander Yan,https://www.linkedin.com/in/alexander-yan-64766b227/,broker_api,observed_no_reply,,LinkedIn messaging list showed 2026-07-07 outbound follow-up as latest visible item with no unread indicator; unread filter showed no unread messages,wait for reply or submitted Brief
2026-07-22,linkedin,Richard Clarke,https://www.linkedin.com/in/clarkerichard/,broker_api,observed_no_reply,,LinkedIn messaging list showed 2026-07-07 outbound follow-up as latest visible item with no unread indicator; notifications showed ordinary comment activity only,wait for reply or submitted Brief
